Student_ID,Age,Attendance,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Project_Score,Total_Score,Study_Hours_per_Week,Sleep_Hours_per_Night,Stress_Level,Gender,Extracurricular_Activities,Internet_Access,Parent_Education,Family_Income
S5009,24,73.98,53.26,49.78,87.88,73.41,0.85,50.59,84.28,16.6,4.2,9,0,0,0,0,2
S5010,21,82.9,84.32,86.81,87.03,90.11,4.89,93.6,87.49,20.4,8.4,3,1,0,0,4,2
S5011,21,71.64,41.65,80.5,92.66,95.81,5.09,56.79,67.27,5.1,6.9,5,0,1,0,2,2
S5012,21,83.97,73.28,59.59,68.84,54.11,5.8,93.91,73.26,6.1,4.8,2,1,0,1,4,0
S5013,24,72.56,50.17,72.79,67.25,65.7,6.56,80.03,79.52,17.5,7.0,5,1,1,0,0,1
S5014,19,66.68,40.06,66.67,91.55,64.92,6.68,81.05,53.68,20.2,5.8,2,0,0,0,2,2
S5015,19,65.18,92.15,47.7,61.88,99.8,4.33,91.43,85.56,12.8,5.3,8,0,1,0,4,0
S5016,22,70.55,80.29,94.43,73.06,77.96,6.44,75.47,76.34,7.5,8.1,9,0,1,0,2,2
S5017,19,51.15,45.94,74.18,59.72,93.99,3.05,67.86,81.21,24.6,6.4,5,1,1,0,3,1
S5018,23,83.43,79.84,92.81,95.69,71.3,4.41,56.94,86.19,15.5,5.5,6,1,0,0,0,0
S5019,19,92.26,76.7,89.43,70.39,86.14,3.93,78.52,83.78,21.2,8.7,4,0,0,1,2,1
S5020,19,67.73,68.4,44.79,60.62,64.33,3.29,77.66,54.77,21.3,4.8,10,0,0,1,1,1
S5021,19,52.3,65.16,52.44,84.6,95.59,2.39,64.69,89.13,18.7,4.7,7,0,1,0,3,0
S5022,18,99.34,93.22,48.72,62.23,72.76,0.78,80.0,80.5,9.5,4.5,10,1,0,1,0,1
S5023,22,63.18,54.71,89.85,97.18,90.19,5.06,71.97,85.74,20.4,4.6,5,1,1,0,3,1
S5024,23,56.33,63.9,91.75,68.38,62.79,5.37,90.28,63.08,13.1,5.3,5,1,1,0,1,2
S5025,19,68.49,59.75,71.68,83.23,84.68,3.36,77.97,61.07,25.5,7.5,1,0,1,1,0,1
S5026,22,86.93,86.27,46.25,67.26,70.26,9.76,96.68,91.3,9.8,7.4,2,0,0,0,3,1
S5027,20,64.7,94.99,48.14,90.36,51.57,5.57,75.9,69.52,12.3,7.8,2,1,1,0,3,1
S5028,18,78.74,90.99,88.81,94.85,70.65,8.89,94.37,78.77,16.0,6.9,4,0,0,1,2,2
S5029,24,70.78,87.86,95.75,89.4,77.5,5.7,76.03,77.58,23.5,6.5,5,0,1,1,2,1
S5030,19,55.89,99.21,51.97,92.42,57.59,1.9,77.9,79.26,23.0,6.2,10,0,1,1,3,1
S5031,23,66.51,81.83,40.67,55.09,59.2,9.75,68.34,53.48,13.4,8.4,4,0,0,1,2,2
S5032,18,86.24,85.06,59.86,96.2,73.24,8.85,70.01,65.12,17.8,5.7,3,1,1,0,0,2
S5033,23,80.6,98.97,41.83,81.22,67.14,4.71,96.66,53.32,10.9,8.5,4,0,1,0,2,0
S5034,24,55.99,40.42,89.68,93.46,72.04,2.43,61.16,74.01,24.3,5.4,5,1,1,1,0,0
S5035,24,58.17,78.04,69.49,84.22,73.04,2.23,56.07,95.1,9.9,4.8,3,1,1,1,0,1
S5036,18,82.04,84.34,78.51,60.09,57.0,8.06,91.51,69.46,25.5,5.3,6,0,0,0,0,2
S5037,20,90.67,95.07,64.69,80.48,59.06,0.69,78.85,89.12,28.4,6.5,4,1,0,0,0,0
S5038,22,67.47,93.03,60.73,54.55,92.41,6.38,64.23,64.36,29.8,8.6,2,1,1,0,3,0
S5039,18,79.77,90.52,53.33,84.79,58.14,6.4,71.62,92.81,26.4,4.9,3,0,0,0,4,2
S5040,21,58.53,96.75,86.23,70.45,83.3,1.82,76.25,70.98,10.5,6.9,1,1,0,1,4,1
S5041,24,65.57,72.24,81.73,57.59,70.93,7.05,79.61,67.76,15.4,5.1,10,1,0,0,0,1
S5042,20,51.01,40.42,61.64,98.96,98.41,7.05,91.05,84.87,7.2,7.4,7,1,1,1,4,2
S5043,24,88.41,40.66,59.27,95.05,53.31,3.5,69.72,75.64,9.1,6.3,5,1,0,0,0,1
S5044,21,70.05,72.68,40.07,94.68,91.52,4.83,83.83,66.87,6.2,7.7,7,1,0,1,4,2
S5045,20,90.81,66.12,43.81,89.44,74.57,8.33,91.74,52.9,21.0,8.3,5,1,0,0,1,1
S5046,24,85.42,67.07,77.4,84.6,50.27,5.23,92.19,58.33,18.3,5.7,1,1,1,1,2,0
S5047,21,91.44,64.02,70.88,82.75,63.18,6.18,62.71,88.62,27.9,8.7,3,1,1,1,4,2
S5048,21,64.28,95.06,66.09,55.3,70.38,4.13,67.51,96.04,16.6,6.3,9,0,0,1,0,1
S5049,24,59.26,61.55,89.65,95.03,65.71,1.5,79.75,58.44,21.1,8.7,7,0,0,1,2,1
S5050,24,98.6,91.37,70.23,94.06,68.12,9.98,94.29,78.47,15.0,5.2,7,0,1,1,2,2
S5051,23,85.87,94.17,63.07,87.39,95.83,5.32,89.52,51.71,25.7,8.5,5,1,1,0,3,1
S5052,18,91.7,69.97,49.68,96.37,68.05,3.36,79.2,64.54,28.2,5.7,3,1,0,0,3,0
S5053,18,50.66,66.82,89.24,77.65,70.94,7.14,99.19,72.44,15.8,7.8,10,1,1,0,4,1
S5054,20,67.72,85.66,74.57,72.38,88.06,6.21,71.95,86.79,7.1,8.8,4,0,0,0,3,0
S5055,22,87.14,82.48,45.55,98.4,89.69,2.33,92.12,52.21,9.1,8.6,4,0,1,0,0,1
S5056,24,53.9,59.71,78.93,73.21,54.2,8.77,90.92,89.06,23.0,6.3,6,0,1,0,3,0
S5057,23,78.37,46.15,65.5,82.07,85.2,0.71,95.4,60.13,13.1,5.7,6,1,0,0,1,0
S5058,18,71.45,55.89,88.68,68.65,74.13,6.06,99.38,87.98,24.6,7.1,7,0,1,1,4,1
S5059,18,50.88,47.86,95.13,81.82,56.69,4.78,74.78,81.27,23.7,7.5,8,0,1,1,2,1
S5060,23,61.8,57.68,76.03,86.0,63.24,3.18,59.78,66.98,22.4,6.7,9,1,1,0,2,2
S5061,19,64.24,55.71,83.9,81.23,52.25,8.26,73.04,86.19,25.4,8.2,8,0,1,1,1,0
S5062,23,55.59,78.26,43.4,75.73,68.01,6.56,92.69,61.82,23.9,4.3,9,1,1,1,0,2
S5063,18,81.58,97.27,73.62,65.01,62.77,7.59,91.81,60.99,20.8,7.0,9,0,1,1,2,1
S5064,22,62.12,81.14,85.32,82.19,69.11,4.15,66.8,53.09,5.1,6.6,3,1,1,1,1,2
S5065,19,63.88,95.6,69.81,95.42,79.02,9.42,52.37,69.65,17.9,4.2,7,1,1,0,3,0
S5066,21,94.91,87.05,75.61,50.35,86.62,3.45,75.49,54.89,19.9,4.1,3,1,0,0,4,0
S5067,23,73.36,83.67,93.94,56.7,80.27,5.31,73.71,70.98,29.0,7.0,5,1,1,0,1,2
S5068,21,69.61,64.84,51.89,55.99,83.92,9.34,54.29,50.49,21.3,4.6,10,1,1,0,1,0
S5069,19,86.19,59.49,45.89,96.16,93.28,0.83,89.74,57.75,19.4,7.8,9,0,0,1,3,2
S5070,19,95.48,90.78,81.44,83.14,93.69,1.09,64.18,96.62,18.5,8.7,8,1,0,0,0,0
S5071,19,51.25,94.32,89.37,97.59,93.04,9.94,82.29,89.78,7.6,4.9,3,1,0,1,3,2
S5072,20,72.41,67.11,91.03,79.14,57.66,9.71,55.07,61.81,15.7,8.0,6,1,1,0,3,1
S5073,23,80.54,40.54,78.5,73.09,62.55,7.72,93.04,85.91,8.4,7.0,5,1,1,1,2,0
S5074,24,65.93,87.55,89.99,89.62,75.12,4.84,86.96,83.42,6.3,6.2,10,0,1,1,1,0
S5075,22,88.62,57.1,82.04,58.05,67.94,5.06,69.42,58.85,13.2,7.3,4,1,0,1,1,0
S5076,22,98.57,40.59,45.24,69.07,56.58,2.57,81.47,68.55,21.1,8.0,6,0,1,1,3,2
S5077,21,97.17,88.3,85.72,73.31,64.39,4.33,59.37,95.69,26.7,8.9,8,1,0,0,3,0
S5078,21,63.3,71.04,50.76,64.92,98.77,4.31,99.27,86.94,25.3,7.3,8,1,1,0,1,1
S5079,24,61.32,81.11,54.2,68.56,67.35,0.36,89.81,88.02,12.4,7.7,3,0,1,1,1,1
S5080,21,97.87,94.88,63.68,53.91,70.95,4.53,89.45,78.19,6.1,7.0,6,0,0,0,1,0
S5081,23,72.93,72.47,58.87,59.9,50.32,4.8,57.67,83.28,15.1,6.8,1,0,1,0,0,1
S5082,18,60.41,70.19,59.3,66.77,85.97,6.66,50.89,75.44,12.9,4.3,1,1,0,0,3,0
S5083,21,85.35,57.44,50.16,89.79,70.68,5.16,79.27,87.04,14.3,4.8,1,0,0,1,3,2
S5084,19,64.22,58.31,57.63,59.12,55.16,8.62,57.21,86.64,19.0,5.9,9,1,1,1,2,2
S5085,21,63.36,87.79,41.18,67.33,98.43,3.68,89.02,51.55,5.8,7.2,10,0,0,1,2,2
S5086,19,93.96,66.94,68.37,53.25,88.87,4.1,70.8,81.59,14.3,4.4,9,0,0,1,4,0
S5087,20,58.12,49.81,86.12,77.86,86.31,5.71,66.93,81.49,19.0,6.7,10,1,1,1,1,2
S5088,18,53.22,45.67,91.73,80.56,97.89,2.03,53.68,53.37,15.8,4.1,5,0,0,1,1,1
S5089,18,63.46,68.38,89.23,93.28,70.37,3.93,99.8,70.52,21.7,7.8,7,0,0,1,4,0
S5090,24,80.35,67.9,64.99,90.96,85.93,6.86,97.8,94.94,9.7,7.3,4,1,1,1,3,1
S5091,23,56.15,79.21,83.83,64.27,60.31,4.12,56.58,97.67,8.8,6.6,2,1,1,1,1,2
S5092,23,73.58,68.26,57.27,56.85,84.86,9.07,66.64,89.11,12.7,6.9,6,1,0,0,2,0
S5093,22,81.37,48.61,43.33,57.8,50.7,6.15,69.54,57.57,7.5,8.7,2,0,1,1,0,1
S5094,20,92.44,70.47,80.56,98.45,56.32,1.54,64.84,68.74,10.9,8.5,7,0,0,0,3,1
S5095,24,61.49,94.41,78.93,83.66,71.26,4.87,96.72,59.13,7.2,8.0,4,0,1,1,0,2
S5096,23,90.87,49.57,88.1,52.13,50.6,7.65,86.07,82.61,15.0,5.7,4,0,0,1,0,2
S5097,19,61.75,81.39,76.97,56.84,73.1,6.43,97.8,88.66,22.8,4.5,2,0,1,0,4,1
S5098,20,83.84,75.63,49.41,74.29,76.14,8.85,93.73,94.19,12.2,5.6,9,1,1,1,0,2
S5099,18,71.53,84.92,91.19,60.39,81.08,7.5,87.73,93.03,5.1,7.8,3,0,0,1,1,0
S5100,19,55.73,49.04,77.64,90.18,55.02,0.62,84.85,54.96,18.9,7.1,6,1,0,1,4,0
S5101,24,85.71,96.5,88.46,78.66,59.05,1.13,93.31,56.28,22.3,7.5,10,0,0,1,2,1
S5102,24,60.89,77.26,86.45,80.63,80.66,6.5,84.21,95.48,14.8,4.5,9,1,0,1,0,0
S5103,20,58.83,90.82,57.87,73.14,82.91,2.38,59.44,92.19,12.4,4.8,8,0,0,0,1,1
S5104,18,67.92,54.8,44.47,62.8,51.3,5.88,82.41,73.02,17.3,7.3,9,0,1,0,1,1
S5105,23,82.66,84.36,50.59,79.47,77.02,7.92,75.75,71.5,7.5,5.9,7,1,0,0,2,1
S5106,19,61.7,86.86,45.57,85.85,89.25,5.77,99.09,77.64,21.1,5.8,9,0,0,0,4,1
S5107,19,59.18,63.85,54.6,68.55,53.46,4.15,75.5,79.83,23.3,6.0,10,1,1,0,4,2
S5108,18,50.5,63.04,67.57,75.25,70.66,6.46,51.92,62.71,22.6,8.0,9,0,1,0,4,0
S5109,19,73.58,79.47,94.41,91.98,66.33,1.44,63.21,70.19,13.2,7.5,5,0,0,0,2,0
S5110,23,71.43,45.6,92.32,57.43,95.68,7.23,95.87,80.98,26.1,4.5,7,1,0,0,2,2
S5111,23,61.69,84.14,83.12,77.26,59.29,6.97,98.12,60.31,28.7,5.7,5,0,0,0,2,2
S5112,23,52.68,42.57,41.45,67.42,65.92,5.14,86.42,99.94,12.4,7.4,1,1,0,1,4,2
S5113,18,71.46,51.44,60.48,85.14,94.92,2.79,52.84,64.15,11.6,8.9,7,0,0,1,0,2
S5114,21,89.41,79.85,80.94,50.94,66.53,7.98,51.18,77.62,22.6,8.6,9,0,0,0,2,1
S5115,21,85.76,45.9,47.74,83.52,76.57,5.11,73.98,77.71,22.7,5.2,5,0,0,0,2,2
S5116,24,93.04,98.31,88.07,55.14,51.65,0.59,99.98,72.57,17.8,4.3,4,0,0,0,4,0
S5117,24,50.48,92.1,94.87,53.24,99.25,9.19,93.46,62.08,28.1,6.9,5,0,1,0,2,1
S5118,19,98.32,77.58,61.25,86.23,91.25,7.68,96.66,78.27,8.7,6.0,4,0,1,1,0,0
S5119,23,67.07,89.14,82.35,82.02,81.72,5.85,81.18,54.55,16.9,4.9,9,0,0,1,4,0
S5120,19,99.52,93.25,48.89,94.75,53.04,4.37,92.96,69.35,5.9,7.3,10,1,0,0,2,0
S5121,18,62.63,55.57,81.45,75.98,53.74,9.6,65.98,61.21,6.3,4.8,8,0,1,1,2,2
S5122,19,73.58,90.96,41.29,76.5,77.25,7.75,51.37,56.21,6.3,5.8,5,0,1,1,3,0
S5123,22,67.7,51.69,49.05,85.35,64.25,5.35,95.91,96.27,17.3,8.0,5,0,0,1,3,0
S5124,21,67.79,64.8,82.59,66.17,81.14,6.53,60.92,85.0,19.7,7.4,5,1,0,1,1,0
S5125,19,92.11,73.5,82.71,51.85,79.91,2.81,86.42,58.44,5.1,7.0,7,1,1,0,1,2
S5126,19,87.32,82.83,78.47,61.5,91.93,1.96,82.95,97.47,20.8,8.7,10,0,1,1,2,0
S5127,20,99.61,41.81,68.64,61.9,64.07,2.73,57.91,60.8,17.2,4.6,7,0,0,0,3,2
S5128,19,80.68,57.43,80.49,66.78,78.89,2.93,59.79,61.78,10.6,7.5,3,0,1,1,1,1
S5129,22,73.16,76.51,86.43,97.17,88.87,7.4,66.45,56.66,5.4,4.6,1,1,1,1,4,0
S5130,21,54.5,61.44,97.99,90.24,74.54,1.4,87.85,86.39,8.9,4.7,8,0,1,1,3,2
S5131,20,99.83,86.5,93.32,96.8,91.53,7.78,51.96,78.54,20.0,6.5,10,1,1,0,0,1
S5132,18,77.58,79.1,87.67,99.93,56.56,5.23,70.35,52.91,21.5,4.1,4,0,0,1,0,0
S5133,24,85.02,54.06,81.69,71.69,86.69,3.85,83.26,51.26,21.2,6.5,4,1,0,0,0,1
S5134,18,70.34,48.76,74.45,61.35,97.15,3.0,58.57,76.63,8.8,4.0,9,1,1,1,0,0
S5135,21,77.39,77.74,47.24,78.0,66.59,5.13,55.97,82.58,27.8,7.0,7,0,0,0,3,0
S5136,24,97.13,67.03,49.93,94.06,68.32,3.18,69.51,91.14,15.3,5.6,7,0,1,0,4,1
S5137,18,58.32,50.14,89.22,73.29,54.18,4.29,64.33,73.91,24.2,4.4,8,0,0,0,0,1
S5138,22,64.62,59.58,88.2,75.27,82.07,7.39,82.45,83.83,9.2,7.9,1,0,0,0,4,2
S5139,19,57.6,58.18,76.87,56.72,77.62,6.26,98.48,86.68,16.8,5.9,9,0,0,1,1,0
S5140,21,89.61,46.49,66.33,71.02,52.02,7.48,50.22,80.65,18.0,6.2,1,0,1,0,1,1
S5141,24,53.1,72.81,41.56,69.35,87.61,7.13,95.12,67.61,24.3,5.9,10,0,1,1,2,2
S5142,20,54.08,85.82,59.63,67.58,91.46,8.15,71.66,56.59,20.5,4.4,5,1,1,1,3,0
S5143,19,64.92,74.53,65.24,94.36,95.36,2.02,83.2,82.38,15.0,6.3,9,0,0,0,0,0
S5144,18,75.71,89.58,69.15,52.97,77.29,9.95,92.55,88.43,12.1,7.3,3,0,0,0,4,1
S5145,18,70.31,47.65,95.76,98.61,72.63,4.76,78.67,59.49,29.3,8.5,2,1,0,0,4,1
S5146,20,52.24,66.14,46.52,50.41,93.81,7.18,54.87,74.74,12.1,7.8,2,0,0,0,3,1
S5147,22,97.87,76.56,71.13,97.28,69.93,6.78,57.03,69.86,8.2,4.4,7,0,0,1,1,0
S5148,20,97.64,80.56,62.08,77.4,82.77,5.66,89.46,60.29,12.5,4.8,5,0,0,1,3,1
S5149,21,63.97,81.75,99.41,85.12,80.77,9.96,61.45,62.27,13.2,4.2,8,0,1,0,4,1
S5150,20,86.58,83.74,91.71,59.36,68.61,2.17,78.45,61.88,8.2,4.6,5,1,0,0,3,2
S5151,18,78.93,79.09,66.33,82.71,54.34,4.22,71.4,70.95,22.7,6.4,2,1,0,0,1,1
S5152,22,61.87,45.65,99.98,94.1,51.07,1.28,65.18,69.52,20.5,5.1,7,0,1,1,1,2
S5153,22,63.11,81.72,70.84,56.97,71.41,1.82,89.35,77.71,12.9,7.2,7,0,1,1,0,1
S5154,23,74.56,83.49,50.03,56.35,74.06,7.13,86.56,54.66,29.8,4.2,2,1,0,0,0,1
S5155,20,70.96,99.61,73.35,65.2,91.13,0.05,82.31,79.06,21.4,8.3,6,0,0,1,0,2
S5156,21,64.56,81.6,53.57,58.09,70.72,8.9,68.63,51.09,22.6,7.4,5,1,1,1,1,0
S5157,18,90.38,81.21,78.18,55.53,64.06,6.33,61.32,62.87,18.9,8.8,4,1,1,0,4,0
S5158,19,74.07,70.89,96.25,83.92,73.1,4.41,75.79,75.11,18.8,8.8,10,1,1,1,0,0
S5159,22,82.74,92.08,87.17,60.69,61.9,3.31,90.86,84.35,5.5,7.5,8,0,1,1,3,2
S5160,20,59.46,99.81,56.39,83.35,54.57,1.26,78.78,88.56,24.3,4.8,8,0,0,0,4,1
S5161,23,76.68,86.74,57.81,93.1,55.65,9.22,98.51,51.78,27.8,5.1,5,0,1,1,2,2
S5162,21,65.9,76.75,44.16,82.6,65.96,7.12,50.77,76.87,8.1,5.4,4,1,0,0,0,0
S5163,21,76.32,44.74,57.15,55.97,50.63,3.36,99.92,67.72,24.9,6.1,9,0,0,0,2,2
S5164,24,89.04,83.6,45.56,78.68,61.01,0.71,84.57,84.75,18.4,6.9,5,0,0,0,0,2
S5165,18,88.45,82.51,69.97,69.68,89.38,3.26,91.63,64.19,12.1,7.4,4,1,1,0,4,0
S5166,22,67.71,86.53,82.5,67.17,61.73,1.85,66.75,87.19,28.0,4.4,2,0,0,1,2,1
S5167,18,84.71,47.47,85.07,65.93,55.54,7.86,75.42,80.11,5.4,7.1,6,0,1,0,1,1
S5168,23,97.06,79.22,43.57,96.47,97.45,7.2,89.85,89.48,11.9,4.3,5,0,0,0,0,0
S5169,19,81.28,57.74,60.4,87.13,81.12,4.98,88.03,99.22,27.2,8.1,6,1,1,1,3,1
S5170,19,57.42,85.62,57.29,56.69,53.0,8.86,66.7,95.43,17.0,4.2,1,0,1,1,2,0
S5171,19,83.99,54.42,46.26,73.8,53.11,1.81,66.22,79.66,20.0,6.0,6,1,0,1,3,1
S5172,21,55.25,81.04,61.75,65.91,80.61,4.52,83.14,94.69,23.7,6.1,5,1,0,0,2,0
S5173,22,93.61,57.7,57.96,98.9,77.01,7.11,96.68,57.65,8.7,6.9,7,1,1,0,4,2
S5174,18,75.83,40.54,78.07,98.9,53.42,0.68,71.94,52.15,10.4,4.5,1,0,0,1,3,2
S5175,18,69.26,78.0,93.0,65.98,61.22,3.73,67.65,76.66,30.0,8.7,3,0,1,1,0,2
S5176,23,52.85,46.8,67.29,67.61,96.45,5.72,94.73,98.72,10.9,5.9,2,0,0,1,1,0
S5177,19,69.04,79.56,84.8,79.97,78.6,3.67,84.15,85.49,18.5,6.0,6,1,1,0,4,2
S5178,22,95.16,95.54,48.76,73.97,72.02,4.8,69.41,65.26,12.5,5.2,1,1,0,1,2,2
S5179,22,51.05,98.15,93.7,60.66,62.51,6.08,52.86,83.44,26.3,7.9,3,0,1,0,0,1
S5180,23,73.73,54.16,49.16,83.02,56.68,3.68,86.07,52.0,29.0,4.0,4,1,0,0,2,2
S5181,20,96.56,88.56,51.53,66.71,70.13,1.06,67.64,73.53,8.5,4.5,6,0,1,1,3,0
S5182,22,69.74,61.21,46.39,82.69,96.12,1.39,53.53,61.86,20.0,6.4,5,0,1,0,3,0
S5183,22,71.41,94.03,58.58,69.18,52.44,5.27,80.61,52.46,25.3,8.8,5,0,1,1,1,2
S5184,18,78.93,87.25,73.14,85.01,99.55,1.75,66.15,62.5,25.6,4.2,5,0,0,0,3,1
S5185,23,73.15,44.44,99.28,83.39,60.39,8.9,66.92,86.12,16.0,4.3,1,0,0,0,4,2
S5186,22,58.43,64.43,87.6,75.44,70.44,8.34,73.96,77.56,10.6,7.6,8,0,1,1,2,0
S5187,22,50.93,60.24,62.83,85.24,52.25,3.49,85.87,51.17,14.7,7.7,10,0,0,1,2,2
S5188,18,80.49,87.11,74.55,73.05,79.24,8.31,63.82,70.49,23.8,8.5,2,1,0,1,4,1
S5189,22,96.04,64.62,77.4,55.81,74.18,5.33,54.05,87.61,29.8,6.9,6,0,0,1,3,2
S5190,18,55.32,81.08,89.36,59.11,83.34,1.59,71.22,97.73,18.9,6.0,7,1,1,0,3,0
S5191,20,60.55,76.15,84.19,62.3,77.13,6.14,52.75,93.72,9.9,6.3,10,1,1,0,4,0
S5192,21,68.51,98.54,74.16,53.16,69.91,6.79,84.86,50.08,6.0,6.2,10,0,1,1,1,1
S5193,24,90.44,96.27,80.15,85.57,86.89,0.84,97.96,60.94,28.6,8.9,4,1,0,1,0,1
S5194,18,63.46,65.66,84.76,68.37,51.25,3.14,82.94,60.39,17.1,5.9,8,1,0,0,0,1
S5195,18,94.1,83.41,47.99,54.68,77.05,0.05,63.77,70.65,22.9,4.5,1,1,0,0,3,0
S5196,22,52.75,89.77,52.03,91.0,55.69,3.16,59.09,82.29,21.5,5.4,9,0,0,0,0,2
S5197,18,97.05,93.93,81.32,84.18,71.8,3.35,61.64,57.65,27.3,8.8,4,0,1,0,0,1
S5198,23,78.04,44.09,91.03,72.61,89.56,6.3,61.08,95.78,11.7,6.1,10,0,0,1,0,1
S5199,19,82.94,58.12,64.56,62.37,57.12,1.99,65.69,88.86,16.0,5.6,9,0,0,1,3,2
S5200,19,68.38,59.21,98.79,57.59,96.79,0.3,54.87,70.97,27.8,5.6,2,0,1,1,2,2
S5201,20,89.1,66.07,52.96,72.92,94.43,3.16,94.79,79.2,19.6,4.0,10,1,0,0,3,1
S5202,18,58.33,50.16,65.0,94.26,70.75,8.26,94.26,77.09,6.8,7.2,8,1,0,1,3,2
S5203,23,52.45,69.77,62.71,59.42,50.3,3.99,80.76,79.11,9.9,7.6,5,0,0,1,1,1
S5204,22,69.78,79.79,95.82,78.43,89.49,4.15,53.1,93.01,10.9,5.8,7,1,1,1,1,1
S5205,22,92.68,69.84,57.12,98.08,94.04,4.69,90.2,60.01,29.8,8.4,5,1,0,0,3,1
S5206,24,87.75,79.95,68.25,81.86,58.74,7.52,53.09,84.19,10.6,7.7,6,1,1,1,4,2
S5207,21,75.86,43.99,51.23,72.0,95.81,4.8,55.32,55.35,26.7,7.0,7,1,0,0,4,1
S5208,20,78.61,92.56,71.28,85.82,95.7,0.91,66.26,72.96,7.0,7.5,9,0,1,0,1,2
S5209,23,56.49,96.34,91.44,91.23,73.56,2.06,71.57,81.79,9.5,7.8,6,0,1,1,1,0
S5210,23,92.03,77.07,58.24,79.53,89.9,1.88,67.69,50.63,26.8,6.6,1,0,1,0,2,2
S5211,24,89.35,92.88,88.65,93.59,72.25,5.08,58.26,55.4,27.5,6.0,1,1,1,0,1,2
S5212,24,82.82,47.89,94.68,75.73,78.2,0.3,55.61,54.56,9.4,4.6,1,1,0,1,0,0
S5213,22,73.31,87.85,44.38,91.5,65.99,2.84,92.97,68.73,10.7,6.0,10,0,1,1,3,0
S5214,21,98.22,47.15,85.39,97.6,57.97,6.07,68.16,81.1,18.3,6.8,5,0,0,0,3,1
S5215,22,93.95,64.48,55.32,75.06,87.33,3.55,60.93,99.8,6.3,8.7,6,1,1,0,3,0
S5216,21,82.22,59.43,50.52,80.25,50.07,7.08,74.35,62.7,28.6,4.8,6,0,1,1,2,2
S5217,19,68.59,75.14,76.07,80.47,78.98,3.91,51.84,56.8,14.1,7.8,9,0,1,1,2,1
S5218,23,80.9,58.09,82.34,89.07,93.23,9.79,80.01,70.74,17.2,5.2,10,1,0,0,0,1
S5219,24,78.77,78.24,63.69,91.15,61.06,9.65,62.42,57.3,7.6,8.8,1,1,1,0,3,0
S5220,19,69.71,62.04,42.35,51.36,66.64,8.0,79.91,51.23,5.8,7.0,3,0,1,0,0,0
S5221,22,65.33,91.65,94.52,86.67,79.37,9.54,80.71,78.2,16.7,6.2,4,1,1,0,1,0
S5222,20,70.35,78.03,83.84,89.19,62.34,2.05,90.46,93.98,8.0,5.7,9,0,0,1,3,1
S5223,18,78.7,52.92,56.3,85.02,92.37,7.51,61.5,93.04,20.8,5.0,1,1,0,0,0,1
S5224,20,71.41,60.17,69.81,85.68,68.33,3.22,73.17,55.04,24.9,7.6,8,1,1,0,2,0
S5225,20,63.18,90.85,41.67,52.07,79.08,7.25,98.09,57.37,5.8,7.2,3,0,1,0,2,1
S5226,18,88.05,63.19,60.36,72.1,61.31,3.74,86.36,74.56,20.3,8.5,8,1,0,0,2,1
S5227,23,76.57,72.15,71.35,90.91,52.07,2.89,98.77,68.39,25.4,7.0,2,0,1,1,0,1
S5228,19,53.38,78.94,71.03,96.7,58.69,9.59,96.37,85.15,16.0,4.8,6,1,1,1,0,1
S5229,19,68.42,60.87,52.49,61.47,52.31,2.1,80.54,74.75,29.0,7.4,2,0,0,1,0,1
S5230,23,94.25,57.64,86.6,78.96,73.43,7.59,63.2,51.01,7.8,8.4,7,1,1,1,4,2
S5231,18,87.76,68.52,57.93,90.22,79.33,6.75,87.85,64.23,13.1,9.0,6,1,0,0,3,1
S5232,21,66.16,52.89,74.82,87.62,52.23,3.03,84.91,95.07,10.8,7.4,7,0,1,1,4,0
S5233,20,96.91,57.05,56.29,80.94,54.52,4.58,79.44,75.58,29.9,5.4,9,1,0,1,4,1
S5234,22,53.83,43.72,65.51,50.93,74.28,1.43,84.89,89.9,12.4,6.8,10,0,0,0,1,1
S5235,19,98.06,58.24,52.45,86.19,89.96,9.21,80.68,70.11,14.7,6.6,9,1,1,0,1,0
S5236,23,62.29,59.24,77.98,88.66,81.4,9.68,75.97,83.85,26.2,6.6,6,1,1,0,2,2
S5237,22,50.45,97.71,65.54,86.14,55.24,7.32,70.8,58.45,28.2,4.4,8,0,1,0,4,0
S5238,24,71.69,75.38,40.97,88.29,94.38,8.49,52.24,86.83,28.4,5.0,10,1,0,0,1,0
S5239,18,67.95,87.24,41.69,71.55,95.87,0.83,93.28,89.33,19.0,6.6,6,1,1,1,4,0
S5240,22,76.95,42.72,68.27,99.69,66.25,3.84,93.28,54.51,21.6,8.0,10,0,0,1,3,1
S5241,22,89.84,46.39,50.99,88.54,80.8,3.31,79.7,59.17,13.7,4.9,2,1,0,1,4,1
S5242,20,92.12,88.87,75.1,78.93,74.62,5.65,63.39,73.14,20.2,4.8,5,0,1,0,2,1
S5243,18,70.06,77.41,64.49,96.71,97.1,1.83,51.41,81.87,12.6,7.8,5,0,1,0,0,0
S5244,22,71.49,51.46,79.27,95.41,75.44,5.63,50.07,81.87,23.7,7.5,4,0,1,1,2,1
S5245,19,57.41,64.29,97.14,90.73,98.0,6.54,53.65,83.41,12.7,6.4,9,1,1,1,4,2
S5246,18,52.38,72.32,71.72,78.18,59.97,1.32,67.99,85.72,27.0,4.3,2,1,1,0,4,1
S5247,19,82.06,90.62,87.24,76.36,67.28,1.32,59.42,75.29,8.6,6.4,7,0,1,0,0,1
